,position,img,count,mean,frame,mask,nuclei_count,Hours,total_int/cell#,count/cell_count,dose,beads,replicate
529,XY041,expt1003_TRITC_XY041_T10.tif,212518,4032.876396352309,10,expt1003_Cy5_XY041_T10_cp_masks.tif,111,4.5,7721250.6846846845,1914.5765765765768,10,True,2
530,XY041,expt1003_TRITC_XY041_T11.tif,224444,4142.441045427813,11,expt1003_Cy5_XY041_T11_cp_masks.tif,109,5.0,8529780.165137615,2059.119266055046,10,True,2
531,XY041,expt1003_TRITC_XY041_T12.tif,237813,4212.961549620921,12,expt1003_Cy5_XY041_T12_cp_masks.tif,115,5.5,8712148.043478262,2067.939130434783,10,True,2
532,XY041,expt1003_TRITC_XY041_T13.tif,248153,4352.468086221001,13,expt1003_Cy5_XY041_T13_cp_masks.tif,105,6.0,10286457.266666668,2363.361904761905,10,True,2
533,XY042,expt1003_TRITC_XY042_T01.tif,0,,1,expt1003_Cy5_XY042_T01_cp_masks.tif,189,0.0,,0.0,10,True,2
534,XY042,expt1003_TRITC_XY042_T02.tif,1837,1778.4186173108328,2,expt1003_Cy5_XY042_T02_cp_masks.tif,187,0.5,17470.347593582886,9.823529411764708,10,True,2
535,XY042,expt1003_TRITC_XY042_T03.tif,25623,2067.189478203177,3,expt1003_Cy5_XY042_T03_cp_masks.tif,182,1.0,291030.74725274724,140.78571428571428,10,True,2
536,XY042,expt1003_TRITC_XY042_T04.tif,67224,2351.453885517077,4,expt1003_Cy5_XY042_T04_cp_masks.tif,181,1.5,873337.7679558011,371.4033149171271,10,True,2
537,XY042,expt1003_TRITC_XY042_T05.tif,117511,2659.325748227825,5,expt1003_Cy5_XY042_T05_cp_masks.tif,181,2.0,1726519.491712707,649.232044198895,10,True,2
538,XY042,expt1003_TRITC_XY042_T06.tif,167004,2993.331081890254,6,expt1003_Cy5_XY042_T06_cp_masks.tif,177,2.5,2824283.97740113,943.5254237288136,10,True,2
539,XY042,expt1003_TRITC_XY042_T07.tif,215324,3300.6214495365125,7,expt1003_Cy5_XY042_T07_cp_masks.tif,181,3.0,3926535.983425414,1189.635359116022,10,True,2
540,XY042,expt1003_TRITC_XY042_T08.tif,250301,3528.8778630528845,8,expt1003_Cy5_XY042_T08_cp_masks.tif,172,3.5,5135358.476744186,1455.2383720930231,10,True,2
541,XY042,expt1003_TRITC_XY042_T09.tif,278706,3678.26112103794,9,expt1003_Cy5_XY042_T09_cp_masks.tif,169,4.0,6065996.710059172,1649.1479289940828,10,True,2
542,XY042,expt1003_TRITC_XY042_T10.tif,305476,3831.087234349016,10,expt1003_Cy5_XY042_T10_cp_masks.tif,166,4.5,7050031.34939759,1840.21686746988,10,True,2
543,XY042,expt1003_TRITC_XY042_T11.tif,326834,3944.2921636059896,11,expt1003_Cy5_XY042_T11_cp_masks.tif,158,5.0,8159042.943037975,2068.5696202531644,10,True,2
544,XY042,expt1003_TRITC_XY042_T12.tif,349753,3988.706698727387,12,expt1003_Cy5_XY042_T12_cp_masks.tif,167,5.5,8353665.473053892,2094.329341317365,10,True,2
545,XY042,expt1003_TRITC_XY042_T13.tif,376282,4081.324721884119,13,expt1003_Cy5_XY042_T13_cp_masks.tif,170,6.0,9033700.170588234,2213.423529411765,10,True,2
546,XY043,expt1003_TRITC_XY043_T01.tif,0,,1,expt1003_Cy5_XY043_T01_cp_masks.tif,153,0.0,,0.0,10,True,2
547,XY043,expt1003_TRITC_XY043_T02.tif,1816,1835.228524229075,2,expt1003_Cy5_XY043_T02_cp_masks.tif,153,0.5,21782.843137254906,11.869281045751634,10,True,2
548,XY043,expt1003_TRITC_XY043_T03.tif,22353,2211.6417035744644,3,expt1003_Cy5_XY043_T03_cp_masks.tif,153,1.0,323116.5163398693,146.09803921568627,10,True,2
549,XY043,expt1003_TRITC_XY043_T04.tif,51660,2535.524912891986,4,expt1003_Cy5_XY043_T04_cp_masks.tif,151,1.5,867451.7682119204,342.11920529801324,10,True,2
550,XY043,expt1003_TRITC_XY043_T05.tif,83052,2916.95988055676,5,expt1003_Cy5_XY043_T05_cp_masks.tif,148,2.0,1636887.5135135136,561.1621621621622,10,True,2
551,XY043,expt1003_TRITC_XY043_T06.tif,117112,3194.524147824305,6,expt1003_Cy5_XY043_T06_cp_masks.tif,141,2.5,2653312.85106383,830.581560283688,10,True,2
552,XY043,expt1003_TRITC_XY043_T07.tif,143338,3476.5296013618163,7,expt1003_Cy5_XY043_T07_cp_masks.tif,142,3.0,3509287.323943662,1009.4225352112676,10,True,2
553,XY043,expt1003_TRITC_XY043_T08.tif,167311,3804.212042244682,8,expt1003_Cy5_XY043_T08_cp_masks.tif,144,3.5,4420045.284722222,1161.8819444444443,10,True,2
554,XY043,expt1003_TRITC_XY043_T09.tif,189620,4054.495781035756,9,expt1003_Cy5_XY043_T09_cp_masks.tif,141,4.0,5452577.943262411,1344.822695035461,10,True,2
555,XY043,expt1003_TRITC_XY043_T10.tif,213684,4232.694890586099,10,expt1003_Cy5_XY043_T10_cp_masks.tif,140,4.5,6460422.678571428,1526.3142857142857,10,True,2
556,XY043,expt1003_TRITC_XY043_T11.tif,238330,4289.638136197709,11,expt1003_Cy5_XY043_T11_cp_masks.tif,138,5.0,7408329.398550725,1727.0289855072465,10,True,2
557,XY043,expt1003_TRITC_XY043_T12.tif,259031,4338.741108207126,12,expt1003_Cy5_XY043_T12_cp_masks.tif,140,5.5,8027631.771428571,1850.2214285714283,10,True,2
558,XY043,expt1003_TRITC_XY043_T13.tif,273211,4442.986984418636,13,expt1003_Cy5_XY043_T13_cp_masks.tif,132,6.0,9196006.946969695,2069.780303030303,10,True,2
559,XY044,expt1003_TRITC_XY044_T01.tif,0,,1,expt1003_Cy5_XY044_T01_cp_masks.tif,202,0.0,,0.0,10,True,2
560,XY044,expt1003_TRITC_XY044_T02.tif,2542,1770.6408339889852,2,expt1003_Cy5_XY044_T02_cp_masks.tif,211,0.5,21331.60663507109,12.04739336492891,10,True,2
561,XY044,expt1003_TRITC_XY044_T03.tif,27119,2126.825141045024,3,expt1003_Cy5_XY044_T03_cp_masks.tif,209,1.0,275968.2822966507,129.755980861244,10,True,2
562,XY044,expt1003_TRITC_XY044_T04.tif,69062,2436.74076916394,4,expt1003_Cy5_XY044_T04_cp_masks.tif,206,1.5,816923.2572815533,335.252427184466,10,True,2
563,XY044,expt1003_TRITC_XY044_T05.tif,120611,2697.130717762061,5,expt1003_Cy5_XY044_T05_cp_masks.tif,199,2.0,1634691.623115578,606.0854271356784,10,True,2
564,XY044,expt1003_TRITC_XY044_T06.tif,174757,2960.9281974398737,6,expt1003_Cy5_XY044_T06_cp_masks.tif,202,2.5,2561598.6584158414,865.1336633663366,10,True,2
565,XY044,expt1003_TRITC_XY044_T07.tif,226287,3234.725052698564,7,expt1003_Cy5_XY044_T07_cp_masks.tif,205,3.0,3570615.746341464,1103.8390243902438,10,True,2
566,XY044,expt1003_TRITC_XY044_T08.tif,269320,3434.851388682608,8,expt1003_Cy5_XY044_T08_cp_masks.tif,205,3.5,4512556.956097561,1313.7560975609756,10,True,2
567,XY044,expt1003_TRITC_XY044_T09.tif,298671,3644.440688918576,9,expt1003_Cy5_XY044_T09_cp_masks.tif,201,4.0,5415366.890547263,1485.9253731343283,10,True,2
568,XY044,expt1003_TRITC_XY044_T10.tif,332384,3756.232986545682,10,expt1003_Cy5_XY044_T10_cp_masks.tif,200,4.5,6242558.725,1661.92,10,True,2
569,XY044,expt1003_TRITC_XY044_T11.tif,362018,3929.5283300830342,11,expt1003_Cy5_XY044_T11_cp_masks.tif,199,5.0,7148542.648241206,1819.1859296482407,10,True,2
570,XY044,expt1003_TRITC_XY044_T12.tif,386848,4034.160962445198,12,expt1003_Cy5_XY044_T12_cp_masks.tif,191,5.5,8170717.80104712,2025.38219895288,10,True,2
571,XY044,expt1003_TRITC_XY044_T13.tif,411036,4231.4645919092245,13,expt1003_Cy5_XY044_T13_cp_masks.tif,186,6.0,9350990.752688171,2209.870967741936,10,True,2
572,XY045,expt1003_TRITC_XY045_T01.tif,2,1449.5,1,expt1003_Cy5_XY045_T01_cp_masks.tif,175,0.0,16.565714285714286,0.0114285714285714,10,True,2
573,XY045,expt1003_TRITC_XY045_T02.tif,5697,1877.5271195365983,2,expt1003_Cy5_XY045_T02_cp_masks.tif,180,0.5,59423.73333333333,31.65,10,True,2
574,XY045,expt1003_TRITC_XY045_T03.tif,37989,2242.667272105083,3,expt1003_Cy5_XY045_T03_cp_masks.tif,178,1.0,478633.0730337079,213.42134831460675,10,True,2
575,XY045,expt1003_TRITC_XY045_T04.tif,80871,2611.3336424676336,4,expt1003_Cy5_XY045_T04_cp_masks.tif,181,1.5,1166746.7569060773,446.8011049723757,10,True,2
576,XY045,expt1003_TRITC_XY045_T05.tif,120219,2922.0467729726583,5,expt1003_Cy5_XY045_T05_cp_masks.tif,178,2.0,1973514.275280899,675.3876404494382,10,True,2
577,XY045,expt1003_TRITC_XY045_T06.tif,159264,3274.2035048724133,6,expt1003_Cy5_XY045_T06_cp_masks.tif,168,2.5,3103944.922619048,948.0,10,True,2
578,XY045,expt1003_TRITC_XY045_T07.tif,201496,3548.011955572319,7,expt1003_Cy5_XY045_T07_cp_masks.tif,165,3.0,4332789.193939394,1221.1878787878788,10,True,2
579,XY045,expt1003_TRITC_XY045_T08.tif,238876,3685.157307557059,8,expt1003_Cy5_XY045_T08_cp_masks.tif,163,3.5,5400586.730061349,1465.4969325153374,10,True,2
580,XY045,expt1003_TRITC_XY045_T09.tif,270276,3811.912408056949,9,expt1003_Cy5_XY045_T09_cp_masks.tif,162,4.0,6359681.716049382,1668.3703703703704,10,True,2
581,XY045,expt1003_TRITC_XY045_T10.tif,286958,4000.081785487772,10,expt1003_Cy5_XY045_T10_cp_masks.tif,161,4.5,7129537.074534162,1782.3478260869565,10,True,2
582,XY045,expt1003_TRITC_XY045_T11.tif,304080,4135.891087871612,11,expt1003_Cy5_XY045_T11_cp_masks.tif,156,5.0,8061806.166666667,1949.2307692307693,10,True,2
583,XY045,expt1003_TRITC_XY045_T12.tif,325731,4170.528540421391,12,expt1003_Cy5_XY045_T12_cp_masks.tif,151,5.5,8996492.927152317,2157.158940397351,10,True,2
584,XY045,expt1003_TRITC_XY045_T13.tif,340549,4291.774405445325,13,expt1003_Cy5_XY045_T13_cp_masks.tif,157,6.0,9309296.063694268,2169.1019108280257,10,True,2
585,XY046,expt1003_TRITC_XY046_T01.tif,98,1624.8673469387754,1,expt1003_Cy5_XY046_T01_cp_masks.tif,113,0.0,1409.1769911504423,0.8672566371681416,10,True,2
586,XY046,expt1003_TRITC_XY046_T02.tif,5692,1853.508432888264,2,expt1003_Cy5_XY046_T02_cp_masks.tif,122,0.5,86476.80327868853,46.65573770491803,10,True,2
587,XY046,expt1003_TRITC_XY046_T03.tif,41469,2421.197062866237,3,expt1003_Cy5_XY046_T03_cp_masks.tif,114,1.0,880742.2894736842,363.7631578947368,10,True,2
588,XY046,expt1003_TRITC_XY046_T04.tif,79392,2856.301063079404,4,expt1003_Cy5_XY046_T04_cp_masks.tif,115,1.5,1971890.904347826,690.3652173913043,10,True,2
589,XY046,expt1003_TRITC_XY046_T05.tif,116081,3341.5716697823077,5,expt1003_Cy5_XY046_T05_cp_masks.tif,115,2.0,3372982.4434782607,1009.4,10,True,2
590,XY046,expt1003_TRITC_XY046_T06.tif,148648,3763.653752489102,6,expt1003_Cy5_XY046_T06_cp_masks.tif,110,2.5,5085996.390909091,1351.3454545454545,10,True,2
591,XY046,expt1003_TRITC_XY046_T07.tif,167391,4079.342634908687,7,expt1003_Cy5_XY046_T07_cp_masks.tif,112,3.0,6096832.526785715,1494.5625,10,True,2
592,XY046,expt1003_TRITC_XY046_T08.tif,181265,4255.724127658401,8,expt1003_Cy5_XY046_T08_cp_masks.tif,108,3.5,7142720.685185186,1678.3796296296296,10,True,2
593,XY046,expt1003_TRITC_XY046_T09.tif,190139,4417.471213165106,9,expt1003_Cy5_XY046_T09_cp_masks.tif,112,4.0,7499406.776785715,1697.669642857143,10,True,2
594,XY046,expt1003_TRITC_XY046_T10.tif,198157,4450.650317677398,10,expt1003_Cy5_XY046_T10_cp_masks.tif,114,4.5,7736206.271929826,1738.219298245614,10,True,2
595,XY046,expt1003_TRITC_XY046_T11.tif,206666,4516.717984574144,11,expt1003_Cy5_XY046_T11_cp_masks.tif,110,5.0,8485927.627272727,1878.7818181818184,10,True,2
596,XY046,expt1003_TRITC_XY046_T12.tif,214025,4635.15643032356,12,expt1003_Cy5_XY046_T12_cp_masks.tif,117,5.5,8478968.846153846,1829.2735042735044,10,True,2
597,XY046,expt1003_TRITC_XY046_T13.tif,220166,4620.465553264355,13,expt1003_Cy5_XY046_T13_cp_masks.tif,111,6.0,9164589.36036036,1983.4774774774776,10,True,2
598,XY047,expt1003_TRITC_XY047_T01.tif,3,1476.6666666666667,1,expt1003_Cy5_XY047_T01_cp_masks.tif,154,0.0,28.766233766233768,0.0194805194805194,10,True,2
599,XY047,expt1003_TRITC_XY047_T02.tif,3772,1828.7908271474016,2,expt1003_Cy5_XY047_T02_cp_masks.tif,164,0.5,42062.189024390245,23.0,10,True,2
600,XY047,expt1003_TRITC_XY047_T03.tif,28586,2174.634366473099,3,expt1003_Cy5_XY047_T03_cp_masks.tif,163,1.0,381374.8343558283,175.37423312883436,10,True,2
601,XY047,expt1003_TRITC_XY047_T04.tif,63002,2479.062680549824,4,expt1003_Cy5_XY047_T04_cp_masks.tif,159,1.5,982301.3018867924,396.23899371069183,10,True,2
602,XY047,expt1003_TRITC_XY047_T05.tif,98732,2743.350099258599,5,expt1003_Cy5_XY047_T05_cp_masks.tif,160,2.0,1692852.7625,617.075,10,True,2
603,XY047,expt1003_TRITC_XY047_T06.tif,137489,3066.4618042170646,6,expt1003_Cy5_XY047_T06_cp_masks.tif,159,2.5,2651602.3081761007,864.7106918238994,10,True,2
604,XY047,expt1003_TRITC_XY047_T07.tif,181430,3353.663771151408,7,expt1003_Cy5_XY047_T07_cp_masks.tif,159,3.0,3826762.3773584906,1141.0691823899372,10,True,2
605,XY047,expt1003_TRITC_XY047_T08.tif,212795,3670.183251486172,8,expt1003_Cy5_XY047_T08_cp_masks.tif,157,3.5,4974500.923566879,1355.3821656050957,10,True,2
606,XY047,expt1003_TRITC_XY047_T09.tif,242752,3846.964840660427,9,expt1003_Cy5_XY047_T09_cp_masks.tif,154,4.0,6064015.642857143,1576.3116883116884,10,True,2
607,XY047,expt1003_TRITC_XY047_T10.tif,262334,3974.215267559676,10,expt1003_Cy5_XY047_T10_cp_masks.tif,154,4.5,6769946.675324676,1703.4675324675325,10,True,2
608,XY047,expt1003_TRITC_XY047_T11.tif,275623,4125.597308642602,11,expt1003_Cy5_XY047_T11_cp_masks.tif,150,5.0,7580730.046666667,1837.486666666667,10,True,2
609,XY047,expt1003_TRITC_XY047_T12.tif,293253,4194.411709343127,12,expt1003_Cy5_XY047_T12_cp_masks.tif,144,5.5,8541832.0625,2036.4791666666667,10,True,2
610,XY047,expt1003_TRITC_XY047_T13.tif,314605,4291.375508971568,13,expt1003_Cy5_XY047_T13_cp_masks.tif,149,6.0,9060994.577181209,2111.442953020134,10,True,2
611,XY048,expt1003_TRITC_XY048_T01.tif,0,,1,expt1003_Cy5_XY048_T01_cp_masks.tif,134,0.0,,0.0,10,True,2
612,XY048,expt1003_TRITC_XY048_T02.tif,3726,1855.919484702093,2,expt1003_Cy5_XY048_T02_cp_masks.tif,135,0.5,51223.37777777778,27.6,10,True,2
613,XY048,expt1003_TRITC_XY048_T03.tif,37162,2272.98598030246,3,expt1003_Cy5_XY048_T03_cp_masks.tif,136,1.0,621093.4191176471,273.25,10,True,2
614,XY048,expt1003_TRITC_XY048_T04.tif,69790,2657.7383149448347,4,expt1003_Cy5_XY048_T04_cp_masks.tif,135,1.5,1373952.274074074,516.9629629629629,10,True,2
615,XY048,expt1003_TRITC_XY048_T05.tif,103633,3024.033618634991,5,expt1003_Cy5_XY048_T05_cp_masks.tif,138,2.0,2270939.6811594204,750.963768115942,10,True,2
616,XY048,expt1003_TRITC_XY048_T06.tif,137409,3291.000320211922,6,expt1003_Cy5_XY048_T06_cp_masks.tif,135,2.5,3349726.3925925926,1017.8444444444444,10,True,2
617,XY048,expt1003_TRITC_XY048_T07.tif,168156,3546.894472989367,7,expt1003_Cy5_XY048_T07_cp_masks.tif,134,3.0,4450981.992537313,1254.8955223880596,10,True,2
618,XY048,expt1003_TRITC_XY048_T08.tif,189134,3741.795182251737,8,expt1003_Cy5_XY048_T08_cp_masks.tif,131,3.5,5402295.34351145,1443.7709923664122,10,True,2
619,XY048,expt1003_TRITC_XY048_T09.tif,202252,3943.9333554179934,9,expt1003_Cy5_XY048_T09_cp_masks.tif,128,4.0,6231784.4453125,1580.09375,10,True,2
620,XY048,expt1003_TRITC_XY048_T10.tif,220765,4031.931329694472,10,expt1003_Cy5_XY048_T10_cp_masks.tif,128,4.5,6953979.0625,1724.7265625,10,True,2
621,XY048,expt1003_TRITC_XY048_T11.tif,236039,4193.308381242083,11,expt1003_Cy5_XY048_T11_cp_masks.tif,128,5.0,7732689.9765625,1844.0546875,10,True,2
622,XY048,expt1003_TRITC_XY048_T12.tif,247851,4360.6242782962345,12,expt1003_Cy5_XY048_T12_cp_masks.tif,122,5.5,8858894.163934426,2031.565573770492,10,True,2
623,XY048,expt1003_TRITC_XY048_T13.tif,260153,4367.481113037328,13,expt1003_Cy5_XY048_T13_cp_masks.tif,126,6.0,9017565.984126983,2064.7063492063494,10,True,2
624,XY049,expt1003_TRITC_XY049_T01.tif,709,2067.0239774330043,1,expt1003_Cy5_XY049_T01_cp_masks.tif,255,0.0,5747.137254901961,2.780392156862745,10,True,2
625,XY049,expt1003_TRITC_XY049_T02.tif,7674,1888.409825384415,2,expt1003_Cy5_XY049_T02_cp_masks.tif,253,0.5,57279.276679841896,30.33201581027668,10,True,2
626,XY049,expt1003_TRITC_XY049_T03.tif,55377,2194.8656843093704,3,expt1003_Cy5_XY049_T03_cp_masks.tif,252,1.0,482321.73412698414,219.75,10,True,2
627,XY049,expt1003_TRITC_XY049_T04.tif,116673,2570.2228707584445,4,expt1003_Cy5_XY049_T04_cp_masks.tif,252,1.5,1189982.5912698412,462.9880952380952,10,True,2
628,XY049,expt1003_TRITC_XY049_T05.tif,182312,2873.369377769977,5,expt1003_Cy5_XY049_T05_cp_masks.tif,252,2.0,2078768.7222222225,723.4603174603175,10,True,2
629,XY049,expt1003_TRITC_XY049_T06.tif,243556,3141.7157080917736,6,expt1003_Cy5_XY049_T06_cp_masks.tif,242,2.5,3161916.161157025,1006.4297520661156,10,True,2
630,XY049,expt1003_TRITC_XY049_T07.tif,306664,3350.5686842929067,7,expt1003_Cy5_XY049_T07_cp_masks.tif,243,3.0,4228390.102880659,1261.991769547325,10,True,2
631,XY049,expt1003_TRITC_XY049_T08.tif,353201,3543.7839502153165,8,expt1003_Cy5_XY049_T08_cp_masks.tif,241,3.5,5193643.298755187,1465.5643153526971,10,True,2
632,XY049,expt1003_TRITC_XY049_T09.tif,396889,3662.1961001690647,9,expt1003_Cy5_XY049_T09_cp_masks.tif,240,4.0,6056188.95,1653.7041666666669,10,True,2
633,XY049,expt1003_TRITC_XY049_T10.tif,416316,3803.366425984109,10,expt1003_Cy5_XY049_T10_cp_masks.tif,235,4.5,6737882.114893617,1771.5574468085106,10,True,2
634,XY049,expt1003_TRITC_XY049_T11.tif,440560,3930.366279280915,11,expt1003_Cy5_XY049_T11_cp_masks.tif,228,5.0,7594570.912280702,1932.280701754386,10,True,2
635,XY049,expt1003_TRITC_XY049_T12.tif,477547,3981.7567129518143,12,expt1003_Cy5_XY049_T12_cp_masks.tif,228,5.5,8339806.899122807,2094.504385964912,10,True,2
636,XY049,expt1003_TRITC_XY049_T13.tif,486070,4142.533093998807,13,expt1003_Cy5_XY049_T13_cp_masks.tif,223,6.0,9029421.79820628,2179.6860986547085,10,True,2
637,XY050,expt1003_TRITC_XY050_T01.tif,0,,1,expt1003_Cy5_XY050_T01_cp_masks.tif,113,0.0,,0.0,10,True,2
638,XY050,expt1003_TRITC_XY050_T02.tif,3462,1879.775852108608,2,expt1003_Cy5_XY050_T02_cp_masks.tif,111,0.5,58628.68468468468,31.18918918918919,10,True,2
639,XY050,expt1003_TRITC_XY050_T03.tif,22425,2291.9043032329987,3,expt1003_Cy5_XY050_T03_cp_masks.tif,107,1.0,480336.0186915887,209.57943925233644,10,True,2
640,XY050,expt1003_TRITC_XY050_T04.tif,47543,2642.698273142208,4,expt1003_Cy5_XY050_T04_cp_masks.tif,116,1.5,1083119.0,409.8534482758621,10,True,2
641,XY050,expt1003_TRITC_XY050_T05.tif,73916,3017.930299258618,5,expt1003_Cy5_XY050_T05_cp_masks.tif,115,2.0,1939768.139130435,642.7478260869565,10,True,2
642,XY050,expt1003_TRITC_XY050_T06.tif,98153,3360.0045337381434,6,expt1003_Cy5_XY050_T06_cp_masks.tif,112,2.5,2944593.973214286,876.3660714285714,10,True,2
643,XY050,expt1003_TRITC_XY050_T07.tif,121013,3556.189640782395,7,expt1003_Cy5_XY050_T07_cp_masks.tif,107,3.0,4021917.542056075,1130.96261682243,10,True,2
644,XY050,expt1003_TRITC_XY050_T08.tif,144751,3735.2075218824048,8,expt1003_Cy5_XY050_T08_cp_masks.tif,107,3.5,5053037.607476636,1352.8130841121497,10,True,2
645,XY050,expt1003_TRITC_XY050_T09.tif,163938,3940.995132306116,9,expt1003_Cy5_XY050_T09_cp_masks.tif,100,4.0,6460788.6,1639.38,10,True,2
646,XY050,expt1003_TRITC_XY050_T10.tif,180945,4077.417513609108,10,expt1003_Cy5_XY050_T10_cp_masks.tif,101,4.5,7304834.772277228,1791.5346534653463,10,True,2
647,XY050,expt1003_TRITC_XY050_T11.tif,200307,4156.826621136555,11,expt1003_Cy5_XY050_T11_cp_masks.tif,97,5.0,8583932.68041237,2065.020618556701,10,True,2
648,XY050,expt1003_TRITC_XY050_T12.tif,204992,4381.314100062442,12,expt1003_Cy5_XY050_T12_cp_masks.tif,94,5.5,9554620.638297874,2180.7659574468084,10,True,2
649,XY050,expt1003_TRITC_XY050_T13.tif,211893,4531.0779497199055,13,expt1003_Cy5_XY050_T13_cp_masks.tif,100,6.0,9601036.999999998,2118.93,10,True,2
650,XY051,expt1003_TRITC_XY051_T01.tif,15,1563.6666666666667,1,expt1003_Cy5_XY051_T01_cp_masks.tif,177,0.0,132.5141242937853,0.0847457627118644,10,True,2
651,XY051,expt1003_TRITC_XY051_T02.tif,7571,1927.9640734381192,2,expt1003_Cy5_XY051_T02_cp_masks.tif,171,0.5,85360.32748538011,44.27485380116959,10,True,2
652,XY051,expt1003_TRITC_XY051_T03.tif,47230,2298.6231208977347,3,expt1003_Cy5_XY051_T03_cp_masks.tif,169,1.0,642390.3550295859,279.4674556213018,10,True,2
653,XY051,expt1003_TRITC_XY051_T04.tif,85956,2717.105414398064,4,expt1003_Cy5_XY051_T04_cp_masks.tif,175,1.5,1334580.0742857142,491.1771428571429,10,True,2
654,XY051,expt1003_TRITC_XY051_T05.tif,124436,3119.96414220965,5,expt1003_Cy5_XY051_T05_cp_masks.tif,175,2.0,2218490.617142857,711.0628571428572,10,True,2
655,XY051,expt1003_TRITC_XY051_T06.tif,157528,3534.2383385810776,6,expt1003_Cy5_XY051_T06_cp_masks.tif,174,2.5,3199663.775862069,905.3333333333334,10,True,2
656,XY051,expt1003_TRITC_XY051_T07.tif,194214,3750.38069861081,7,expt1003_Cy5_XY051_T07_cp_masks.tif,176,3.0,4138502.4829545454,1103.4886363636365,10,True,2
657,XY051,expt1003_TRITC_XY051_T08.tif,221657,3981.99717581669,8,expt1003_Cy5_XY051_T08_cp_masks.tif,165,3.5,5349318.472727273,1343.3757575757577,10,True,2
658,XY051,expt1003_TRITC_XY051_T09.tif,241301,4178.217197607967,9,expt1003_Cy5_XY051_T09_cp_masks.tif,161,4.0,6262161.416149069,1498.7639751552797,10,True,2
659,XY051,expt1003_TRITC_XY051_T10.tif,263852,4293.990354441126,10,expt1003_Cy5_XY051_T10_cp_masks.tif,160,4.5,7081112.14375,1649.075,10,True,2
660,XY051,expt1003_TRITC_XY051_T11.tif,279522,4538.301861749701,11,expt1003_Cy5_XY051_T11_cp_masks.tif,160,5.0,7928470.08125,1747.0125,10,True,2
661,XY051,expt1003_TRITC_XY051_T12.tif,301835,4613.410045223383,12,expt1003_Cy5_XY051_T12_cp_masks.tif,160,5.5,8703053.88125,1886.46875,10,True,2
662,XY051,expt1003_TRITC_XY051_T13.tif,323419,4687.287122896305,13,expt1003_Cy5_XY051_T13_cp_masks.tif,155,6.0,9780372.348387096,2086.574193548387,10,True,2
663,XY052,expt1003_TRITC_XY052_T01.tif,0,,1,expt1003_Cy5_XY052_T01_cp_masks.tif,165,0.0,,0.0,10,True,2
664,XY052,expt1003_TRITC_XY052_T02.tif,9153,1991.6182672347863,2,expt1003_Cy5_XY052_T02_cp_masks.tif,168,0.5,108507.63095238096,54.48214285714285,10,True,2
665,XY052,expt1003_TRITC_XY052_T03.tif,55658,2377.3875453663445,3,expt1003_Cy5_XY052_T03_cp_masks.tif,168,1.0,787622.8333333334,331.29761904761904,10,True,2
666,XY052,expt1003_TRITC_XY052_T04.tif,98079,2790.8992648783124,4,expt1003_Cy5_XY052_T04_cp_masks.tif,161,1.5,1700177.6956521738,609.1863354037267,10,True,2
667,XY052,expt1003_TRITC_XY052_T05.tif,133016,3281.279628014675,5,expt1003_Cy5_XY052_T05_cp_masks.tif,158,2.0,2762422.094936709,841.873417721519,10,True,2
668,XY052,expt1003_TRITC_XY052_T06.tif,169764,3606.620679295964,6,expt1003_Cy5_XY052_T06_cp_masks.tif,157,2.5,3899836.6433121017,1081.2993630573249,10,True,2
669,XY052,expt1003_TRITC_XY052_T07.tif,199008,4015.438630607815,7,expt1003_Cy5_XY052_T07_cp_masks.tif,161,3.0,4963381.434782608,1236.0745341614906,10,True,2
670,XY052,expt1003_TRITC_XY052_T08.tif,220011,4178.675607128735,8,expt1003_Cy5_XY052_T08_cp_masks.tif,159,3.5,5782104.396226415,1383.7169811320755,10,True,2
671,XY052,expt1003_TRITC_XY052_T09.tif,236743,4397.408970909382,9,expt1003_Cy5_XY052_T09_cp_masks.tif,162,4.0,6426270.320987654,1461.3765432098764,10,True,2
672,XY052,expt1003_TRITC_XY052_T10.tif,255982,4491.244501566516,10,expt1003_Cy5_XY052_T10_cp_masks.tif,163,4.5,7053237.730061349,1570.441717791411,10,True,2
673,XY052,expt1003_TRITC_XY052_T11.tif,279832,4691.728637182309,11,expt1003_Cy5_XY052_T11_cp_masks.tif,164,5.0,8005462.243902439,1706.2926829268292,10,True,2
674,XY052,expt1003_TRITC_XY052_T12.tif,296079,4603.075523762239,12,expt1003_Cy5_XY052_T12_cp_masks.tif,163,5.5,8361190.171779141,1816.435582822086,10,True,2
675,XY052,expt1003_TRITC_XY052_T13.tif,298781,4799.3236417309,13,expt1003_Cy5_XY052_T13_cp_masks.tif,159,6.0,9018532.811320756,1879.125786163522,10,True,2
676,XY053,expt1003_TRITC_XY053_T01.tif,0,,1,expt1003_Cy5_XY053_T01_cp_masks.tif,197,0.0,,0.0,10,True,2
677,XY053,expt1003_TRITC_XY053_T02.tif,16958,2013.6927114046468,2,expt1003_Cy5_XY053_T02_cp_masks.tif,201,0.5,169891.5472636816,84.3681592039801,10,True,2
678,XY053,expt1003_TRITC_XY053_T03.tif,81309,2596.561635243331,3,expt1003_Cy5_XY053_T03_cp_masks.tif,197,1.0,1071694.5685279183,412.736040609137,10,True,2
679,XY053,expt1003_TRITC_XY053_T04.tif,134504,3020.937488847915,4,expt1003_Cy5_XY053_T04_cp_masks.tif,187,1.5,2172877.946524064,719.2727272727273,10,True,2
